,Date,Close
3064,10/11/2011,235.48
3063,10/10/2011,231.32
3062,10/7/2011,224.74
3061,10/6/2011,221.51
3060,10/5/2011,219.5
3059,10/4/2011,212.5
3058,10/3/2011,211.98
3057,9/30/2011,216.23
3056,9/29/2011,222.44
3055,9/28/2011,229.71
3054,9/27/2011,224.21
3053,9/26/2011,229.85
3052,9/23/2011,223.61
3051,9/22/2011,223.23
3050,9/21/2011,231.87
3049,9/20/2011,233.25
3048,9/19/2011,241.69
3047,9/16/2011,239.3
3046,9/15/2011,226.78
3045,9/14/2011,222.57
3044,9/13/2011,219.53
3043,9/12/2011,216.56
3042,9/9/2011,211.39
3041,9/8/2011,217.26
3040,9/7/2011,219.9
3039,9/6/2011,216.18
3038,9/2/2011,210
3037,9/1/2011,212.54
3036,8/31/2011,215.23
3035,8/30/2011,210.92
3034,8/29/2011,206.53
3033,8/26/2011,199.27
3032,8/25/2011,192.03
3031,8/24/2011,193.73
3030,8/23/2011,193.55
3029,8/22/2011,177.54
3028,8/19/2011,178.93
3027,8/18/2011,182.52
3026,8/17/2011,195.93
3025,8/16/2011,197.68
3024,8/15/2011,202.95
3023,8/12/2011,202.3
3022,8/11/2011,198.36
3021,8/10/2011,194.13
3020,8/9/2011,205.09
3019,8/8/2011,193.7
3018,8/5/2011,202.7
3017,8/4/2011,201.48
3016,8/3/2011,209.96
3015,8/2/2011,211.7
3014,8/1/2011,221.32
3013,7/29/2011,222.52
3012,7/28/2011,223.9
3011,7/27/2011,222.52
3010,7/26/2011,214.18
3009,7/25/2011,213.49
3008,7/22/2011,216.52
3007,7/21/2011,213.21
3006,7/20/2011,215.55
3005,7/19/2011,218.06
3004,7/18/2011,211.53
3003,7/15/2011,212.87
3002,7/14/2011,210.38
3001,7/13/2011,213.5
3000,7/12/2011,211.23
2999,7/11/2011,212.55
2998,7/8/2011,218.28
2997,7/7/2011,216.74
2996,7/6/2011,214.19
2995,7/5/2011,213.19
2994,7/1/2011,209.49
2993,6/30/2011,204.49
2992,6/29/2011,204.18
2991,6/28/2011,202.35
2990,6/27/2011,201.25
2989,6/24/2011,192.55
2988,6/23/2011,194.16
2987,6/22/2011,191.63
2986,6/21/2011,194.23
2985,6/20/2011,187.72
2984,6/17/2011,186.37
2983,6/16/2011,183.65
2982,6/15/2011,185.98
2981,6/14/2011,189.96
2980,6/13/2011,186.29
2979,6/10/2011,186.53
2978,6/9/2011,189.68
2977,6/8/2011,188.05
2976,6/7/2011,187.55
2975,6/6/2011,185.69
2974,6/3/2011,188.32
2973,6/2/2011,193.65
2972,6/1/2011,192.4
2971,5/31/2011,196.69
2970,5/27/2011,194.13
2969,5/26/2011,195
2968,5/25/2011,192.26
2967,5/24/2011,193.27
2966,5/23/2011,196.22
2965,5/20/2011,198.65
2964,5/19/2011,198.8
2963,5/18/2011,197.09
2962,5/17/2011,194.81
2961,5/16/2011,192.51
2960,5/13/2011,202.56
2959,5/12/2011,206.07
2958,5/11/2011,204.38
2957,5/10/2011,203.94
2956,5/9/2011,200.8
2955,5/6/2011,197.6
2954,5/5/2011,197.11
2953,5/4/2011,199.97
2952,5/3/2011,198.45
2951,5/2/2011,201.19
2950,4/29/2011,195.81
2949,4/28/2011,195.07
2948,4/27/2011,196.63
2947,4/26/2011,182.3
2946,4/25/2011,185.42
2945,4/21/2011,185.89
2944,4/20/2011,183.87
2943,4/19/2011,178.82
2942,4/18/2011,178.34
2941,4/15/2011,180.01
2940,4/14/2011,181.82
2939,4/13/2011,182.29
2938,4/12/2011,180.48
2937,4/11/2011,184.04
2936,4/8/2011,184.71
2935,4/7/2011,184.91
2934,4/6/2011,182.76
2933,4/5/2011,185.29
2932,4/4/2011,182.94
2931,4/1/2011,180.13
2930,3/31/2011,180.13
2929,3/30/2011,179.42
2928,3/29/2011,174.62
2927,3/28/2011,169.35
2926,3/25/2011,170.98
2925,3/24/2011,171.1
2924,3/23/2011,165.32
2923,3/22/2011,162.6
2922,3/21/2011,164.52
2921,3/18/2011,161.82
2920,3/17/2011,160.97
2919,3/16/2011,164.7
2918,3/15/2011,165.08
2917,3/14/2011,166.73
2916,3/11/2011,168.07
2915,3/10/2011,166.14
2914,3/9/2011,169.05
2913,3/8/2011,166.89
2912,3/7/2011,169.08
2911,3/4/2011,171.67
2910,3/3/2011,172.79
2909,3/2/2011,172.02
2908,3/1/2011,169.44
2907,2/28/2011,173.29
2906,2/25/2011,177.24
2905,2/24/2011,177.75
2904,2/23/2011,176.68
2903,2/22/2011,180.42
2902,2/18/2011,186.5
2901,2/17/2011,187.76
2900,2/16/2011,186.62
2899,2/15/2011,189.03
2898,2/14/2011,190.42
2897,2/11/2011,189.25
2896,2/10/2011,186.21
2895,2/9/2011,185.3
2894,2/8/2011,183.06
2893,2/7/2011,176.43
2892,2/4/2011,175.93
2891,2/3/2011,173.71
2890,2/2/2011,173.53
2889,2/1/2011,172.11
2888,1/31/2011,169.64
2887,1/28/2011,171.14
2886,1/27/2011,184.45
2885,1/26/2011,175.39
2884,1/25/2011,176.7
2883,1/24/2011,176.85
2882,1/21/2011,177.42
2881,1/20/2011,181.96
2880,1/19/2011,186.87
2879,1/18/2011,191.25
2878,1/14/2011,188.75
2877,1/13/2011,185.53
2876,1/12/2011,184.08
2875,1/11/2011,184.34
2874,1/10/2011,184.68
2873,1/7/2011,185.49
2872,1/6/2011,185.86
2871,1/5/2011,187.42
2870,1/4/2011,185.01
2869,1/3/2011,184.22
2868,12/31/2010,180
2867,12/30/2010,182.75
2866,12/29/2010,183.37
2865,12/28/2010,181.09
2864,12/27/2010,182.14
2863,12/23/2010,182.59
2862,12/22/2010,184.76
2861,12/21/2010,184.75
2860,12/20/2010,183.29
2859,12/17/2010,177.58
2858,12/16/2010,178.04
2857,12/15/2010,175.57
2856,12/14/2010,173.94
2855,12/13/2010,174.25
2854,12/10/2010,175.62
2853,12/9/2010,174.85
2852,12/8/2010,176.29
2851,12/7/2010,176.77
2850,12/6/2010,178.05
2849,12/3/2010,175.68
2848,12/2/2010,176.53
2847,12/1/2010,176.55
2846,11/30/2010,175.4
2845,11/29/2010,179.49
2844,11/26/2010,177.2
2843,11/24/2010,177.25
2842,11/23/2010,168.2
2841,11/22/2010,170.39
2840,11/19/2010,164.82
2839,11/18/2010,164.17
2838,11/17/2010,158.35
2837,11/16/2010,157.78
2836,11/15/2010,158.9
2835,11/12/2010,165.68
2834,11/11/2010,170.37
2833,11/10/2010,173.33
2832,11/9/2010,170.27
2831,11/8/2010,171.99
2830,11/5/2010,170.77
2829,11/4/2010,168.93
2828,11/3/2010,168.47
2827,11/2/2010,164.61
2826,11/1/2010,162.58
2825,10/29/2010,165.23
2824,10/28/2010,166.84
2823,10/27/2010,167.51
2822,10/26/2010,169.95
2821,10/25/2010,169
2820,10/22/2010,169.13
2819,10/21/2010,164.97
2818,10/20/2010,158.67
2817,10/19/2010,158.67
2816,10/18/2010,163.56
2815,10/15/2010,164.64
2814,10/14/2010,155.53
2813,10/13/2010,155.17
2812,10/12/2010,156.48
2811,10/11/2010,153.03
2810,10/8/2010,155.55
2809,10/7/2010,156.27
2808,10/6/2010,155.4
2807,10/5/2010,160.87
2806,10/4/2010,155.39
2805,10/1/2010,153.71
2804,9/30/2010,157.06
2803,9/29/2010,158.99
2802,9/28/2010,159.7
2801,9/27/2010,159.37
2800,9/24/2010,160.73
2799,9/23/2010,152.85
2798,9/22/2010,151.83
2797,9/21/2010,150.73
2796,9/20/2010,151.3
2795,9/17/2010,148.32
2794,9/16/2010,148.13
2793,9/15/2010,145.45
2792,9/14/2010,145.75
2791,9/13/2010,145.07
2790,9/10/2010,142.44
2789,9/9/2010,140.38
2788,9/8/2010,139.14
2787,9/7/2010,137.22
2786,9/3/2010,138.79
2785,9/2/2010,135.21
2784,9/1/2010,132.49
2783,8/31/2010,124.83
2782,8/30/2010,123.79
2781,8/27/2010,126.64
2780,8/26/2010,124.86
2779,8/25/2010,126.85
2778,8/24/2010,124.53
2777,8/23/2010,126.6
2776,8/20/2010,127.76
2775,8/19/2010,127.57
2774,8/18/2010,129.65
2773,8/17/2010,128.86
2772,8/16/2010,126.07
2771,8/13/2010,124.69
2770,8/12/2010,126.56
2769,8/11/2010,125.89
2768,8/10/2010,130
2767,8/9/2010,128.83
2766,8/6/2010,128.32
2765,8/5/2010,127.83
2764,8/4/2010,127.58
2763,8/3/2010,122.42
2762,8/2/2010,120.07
2761,7/30/2010,117.89
2760,7/29/2010,116.86
2759,7/28/2010,117.13
2758,7/27/2010,117.13
2757,7/26/2010,118.4
2756,7/23/2010,118.87
2755,7/22/2010,120.07
2754,7/21/2010,117.43
2753,7/20/2010,120.1
2752,7/19/2010,119.94
2751,7/16/2010,118.49
2750,7/15/2010,122.06
2749,7/14/2010,123.3
2748,7/13/2010,123.65
2747,7/12/2010,119.51
2746,7/9/2010,117.26
2745,7/8/2010,116.22
2744,7/7/2010,113.43
2743,7/6/2010,110.06
2742,7/2/2010,109.14
2741,7/1/2010,110.96
2740,6/30/2010,109.26
2739,6/29/2010,108.61
2738,6/28/2010,117.8
2737,6/25/2010,121
2736,6/24/2010,118.33
2735,6/23/2010,121.45
2734,6/22/2010,122.31
2733,6/21/2010,122.55
2732,6/18/2010,125.83
2731,6/17/2010,125.89
2730,6/16/2010,126.9
2729,6/15/2010,126.84
2728,6/14/2010,123.83
2727,6/11/2010,123.03
2726,6/10/2010,123.21
2725,6/9/2010,117.91
2724,6/8/2010,118.84
2723,6/7/2010,122.01
2722,6/4/2010,122.77
2721,6/3/2010,128.76
2720,6/2/2010,126.31
2719,6/1/2010,123.24
2718,5/28/2010,125.46
2717,5/27/2010,126.7
2716,5/26/2010,123.21
2715,5/25/2010,124.86
2714,5/24/2010,122.12
2713,5/21/2010,122.72
2712,5/20/2010,119.71
2711,5/19/2010,124.59
2710,5/18/2010,126.28
2709,5/17/2010,128.91
2708,5/14/2010,128.53
2707,5/13/2010,131.47
2706,5/12/2010,133.87
2705,5/11/2010,130.46
2704,5/10/2010,131.29
2703,5/7/2010,124.98
2702,5/6/2010,128.71
2701,5/5/2010,130.93
2700,5/4/2010,129.83
2699,5/3/2010,137.49
2698,4/30/2010,137.1
2697,4/29/2010,141.73
2696,4/28/2010,139.35
2695,4/27/2010,142.02
2694,4/26/2010,147.11
2693,4/23/2010,143.63
2692,4/22/2010,150.09
2691,4/21/2010,146.43
2690,4/20/2010,144.2
2689,4/19/2010,142.43
2688,4/16/2010,142.17
2687,4/15/2010,145.82
2686,4/14/2010,144.28
2685,4/13/2010,140.16
2684,4/12/2010,141.2
2683,4/9/2010,140.06
2682,4/8/2010,140.96
2681,4/7/2010,134.87
2680,4/6/2010,135.56
2679,4/5/2010,131.49
2678,4/1/2010,131.81
2677,3/31/2010,135.77
2676,3/30/2010,136.58
2675,3/29/2010,135.12
2674,3/26/2010,135.06
2673,3/25/2010,134.73
2672,3/24/2010,128.04
2671,3/23/2010,129.26
2670,3/22/2010,130.47
2669,3/19/2010,130.35
2668,3/18/2010,132.76
2667,3/17/2010,131.34
2666,3/16/2010,131.79
2665,3/15/2010,131.13
2664,3/12/2010,131.82
2663,3/11/2010,133.58
2662,3/10/2010,130.51
2661,3/9/2010,128.82
2660,3/8/2010,130.11
2659,3/5/2010,128.91
2658,3/4/2010,128.53
2657,3/3/2010,125.89
2656,3/2/2010,125.53
2655,3/1/2010,124.54
2654,2/26/2010,118.4
2653,2/25/2010,118.2
2652,2/24/2010,119.72
2651,2/23/2010,117.24
2650,2/22/2010,118.01
2649,2/19/2010,117.52
2648,2/18/2010,118.08
2647,2/17/2010,116.31
2646,2/16/2010,117.53
2645,2/12/2010,119.66
2644,2/11/2010,120.09
2643,2/10/2010,117.36
2642,2/9/2010,118.03
2641,2/8/2010,116.83
2640,2/5/2010,117.39
2639,2/4/2010,115.94
2638,2/3/2010,119.1
2637,2/2/2010,118.12
2636,2/1/2010,118.87
2635,1/29/2010,125.41
2634,1/28/2010,126.03
2633,1/27/2010,122.75
2632,1/26/2010,119.48
2631,1/25/2010,120.31
2630,1/22/2010,121.43
2629,1/21/2010,126.62
2628,1/20/2010,125.78
2627,1/19/2010,127.61
2626,1/15/2010,127.14
2625,1/14/2010,127.35
2624,1/13/2010,129.11
2623,1/12/2010,127.35
2622,1/11/2010,130.31
2621,1/8/2010,133.52
2620,1/7/2010,130
2619,1/6/2010,132.25
2618,1/5/2010,134.69
2617,1/4/2010,133.9
2616,12/31/2009,134.52
2615,12/30/2009,136.49
2614,12/29/2009,139.41
2613,12/28/2009,139.31
2612,12/24/2009,138.47
2611,12/23/2009,138.94
2610,12/22/2009,133.75
2609,12/21/2009,132.79
2608,12/18/2009,128.48
2607,12/17/2009,126.91
2606,12/16/2009,128.36
2605,12/15/2009,130.23
2604,12/14/2009,131.38
2603,12/11/2009,134.15
2602,12/10/2009,135.38
2601,12/9/2009,131.31
2600,12/8/2009,134.11
2599,12/7/2009,134.21
2598,12/4/2009,137.58
2597,12/3/2009,141.17
2596,12/2/2009,142.25
2595,12/1/2009,138.5
2594,11/30/2009,135.91
2593,11/27/2009,131.74
2592,11/25/2009,134.03
2591,11/24/2009,132.94
2590,11/23/2009,133
2589,11/20/2009,129.66
2588,11/19/2009,128.99
2587,11/18/2009,131.29
2586,11/17/2009,131.25
2585,11/16/2009,131.59
2584,11/13/2009,132.97
2583,11/12/2009,130.53
2582,11/11/2009,129.91
2581,11/10/2009,130.15
2580,11/9/2009,126.67
2579,11/6/2009,126.2
2578,11/5/2009,120.61
2577,11/4/2009,117.1
2576,11/3/2009,118.37
2575,11/2/2009,118.84
2574,10/30/2009,118.81
2573,10/29/2009,122.58
2572,10/28/2009,121.64
2571,10/27/2009,122.07
2570,10/26/2009,124.64
2569,10/23/2009,118.49
2568,10/22/2009,93.45
2567,10/21/2009,93.42
2566,10/20/2009,94.98
2565,10/19/2009,94.68
2564,10/16/2009,95.32
2563,10/15/2009,96.01
2562,10/14/2009,97.46
2561,10/13/2009,94.83
2560,10/12/2009,93.6
2559,10/9/2009,95.71
2558,10/8/2009,95.22
2557,10/7/2009,93.97
2556,10/6/2009,90.91
2555,10/5/2009,88.67
2554,10/2/2009,89.85
2553,10/1/2009,91.04
2552,9/30/2009,93.36
2551,9/29/2009,91.72
2550,9/28/2009,92.21
2549,9/25/2009,90.52
2548,9/24/2009,92.11
2547,9/23/2009,92.38
2546,9/22/2009,93.75
2545,9/21/2009,90.56
2544,9/18/2009,90.28
2543,9/17/2009,90.44
2542,9/16/2009,90.7
2541,9/15/2009,83.55
2540,9/14/2009,83.86
2539,9/11/2009,84.54
2538,9/10/2009,83.85
2537,9/9/2009,82.24
2536,9/8/2009,80.9
2535,9/4/2009,78.87
2534,9/3/2009,78.46
2533,9/2/2009,78.14
2532,9/1/2009,79.16
2531,8/31/2009,81.19
2530,8/28/2009,82.76
2529,8/27/2009,84.31
2528,8/26/2009,84
2527,8/25/2009,84.19
2526,8/24/2009,84.5
2525,8/21/2009,85
2524,8/20/2009,84.09
2523,8/19/2009,83
2522,8/18/2009,82.12
2521,8/17/2009,81.06
2520,8/14/2009,83.58
2519,8/13/2009,84.6
2518,8/12/2009,85.96
2517,8/11/2009,83.56
2516,8/10/2009,84.44
2515,8/7/2009,85.32
2514,8/6/2009,84.47
2513,8/5/2009,84.29
2512,8/4/2009,85.8
2511,8/3/2009,87.44
2510,7/31/2009,85.76
2509,7/30/2009,86.09
2508,7/29/2009,84.34
2507,7/28/2009,84.98
2506,7/27/2009,84.24
2505,7/24/2009,86.49
2504,7/23/2009,93.87
2503,7/22/2009,88.79
2502,7/21/2009,89.01
2501,7/20/2009,88.23
2500,7/17/2009,85.85
2499,7/16/2009,86.11
2498,7/15/2009,84.55
2497,7/14/2009,81.95
2496,7/13/2009,81.47
2495,7/10/2009,77.63
2494,7/9/2009,78.1
2493,7/8/2009,77.36
2492,7/7/2009,75.63
2491,7/6/2009,78.1
2490,7/2/2009,79.32
2489,7/1/2009,81.6
2488,6/30/2009,83.66
2487,6/29/2009,83.03
2486,6/26/2009,83.88
2485,6/25/2009,82.2
2484,6/24/2009,79.27
2483,6/23/2009,77.68
2482,6/22/2009,79.15
2481,6/19/2009,82.96
2480,6/18/2009,81.6
2479,6/17/2009,82.65
2478,6/16/2009,82.15
2477,6/15/2009,83.18
2476,6/12/2009,84.08
2475,6/11/2009,85.69
2474,6/10/2009,86.59
2473,6/9/2009,87.08
2472,6/8/2009,86.36
2471,6/5/2009,87.56
2470,6/4/2009,85.52
2469,6/3/2009,85.68
2468,6/2/2009,84.93
2467,6/1/2009,83.05
2466,5/29/2009,77.99
2465,5/28/2009,77.65
2464,5/27/2009,77.1
2463,5/26/2009,78.39
2462,5/22/2009,75.64
2461,5/21/2009,75.96
2460,5/20/2009,77.97
2459,5/19/2009,77.87
2458,5/18/2009,75.95
2457,5/15/2009,73.6
2456,5/14/2009,75.11
2455,5/13/2009,74.19
2454,5/12/2009,77.93
2453,5/11/2009,78.61
2452,5/8/2009,77.95
2451,5/7/2009,79.28
2450,5/6/2009,81.99
2449,5/5/2009,81.9
2448,5/4/2009,79.77
2447,5/1/2009,78.96
2446,4/30/2009,80.52
2445,4/29/2009,79.79
2444,4/28/2009,82.4
2443,4/27/2009,83.12
2442,4/24/2009,84.46
2441,4/23/2009,80.61
2440,4/22/2009,79.2
2439,4/21/2009,78.74
2438,4/20/2009,77.57
2437,4/17/2009,78.05
2436,4/16/2009,77.25
2435,4/15/2009,74.71
2434,4/14/2009,77.22
2433,4/13/2009,78.94
2432,4/9/2009,79.77
2431,4/8/2009,76.98
2430,4/7/2009,75.51
2429,4/6/2009,77.99
2428,4/3/2009,78.17
2427,4/2/2009,76.34
2426,4/1/2009,73.5
2425,3/31/2009,73.44
2424,3/30/2009,71.44
2423,3/27/2009,70.52
2422,3/26/2009,73.69
2421,3/25/2009,72.4
2420,3/24/2009,72.81
2419,3/23/2009,75.58
2418,3/20/2009,69.96
2417,3/19/2009,70.1
2416,3/18/2009,71.25
2415,3/17/2009,71.35
2414,3/16/2009,66.98
2413,3/13/2009,68.63
2412,3/12/2009,69.58
2411,3/11/2009,68.54
2410,3/10/2009,65.71
2409,3/9/2009,60.49
2408,3/6/2009,61.69
2407,3/5/2009,64.77
2406,3/4/2009,64.81
2405,3/3/2009,61.7
2404,3/2/2009,61.99
2403,2/27/2009,64.79
2402,2/26/2009,62.34
2401,2/25/2009,63.71
2400,2/24/2009,65.6
2399,2/23/2009,61.71
2398,2/20/2009,63.86
2397,2/19/2009,61.95
2396,2/18/2009,62.35
2395,2/17/2009,61.67
2394,2/13/2009,63.26
2393,2/12/2009,63.96
2392,2/11/2009,64.35
2391,2/10/2009,63.31
2390,2/9/2009,66.71
2389,2/6/2009,66.55
2388,2/5/2009,63.18
2387,2/4/2009,61.06
2386,2/3/2009,63.59
2385,2/2/2009,61.15
2384,1/30/2009,58.82
2383,1/29/2009,50
2382,1/28/2009,50.36
2381,1/27/2009,48.44
2380,1/26/2009,49.63
2379,1/23/2009,50.63
2378,1/22/2009,49.94
2377,1/21/2009,50.54
2376,1/20/2009,48.44
2375,1/16/2009,51.59
2374,1/15/2009,51.44
2373,1/14/2009,48.49
2372,1/13/2009,51.45
2371,1/12/2009,51.92
2370,1/9/2009,55.51
2369,1/8/2009,57.16
2368,1/7/2009,56.2
2367,1/6/2009,57.36
2366,1/5/2009,54.06
2365,1/2/2009,54.36
2364,12/31/2008,51.28
2363,12/30/2008,50.76
2362,12/29/2008,49.4
2361,12/26/2008,51.78
2360,12/24/2008,51.44
2359,12/23/2008,51.08
2358,12/22/2008,49.84
2357,12/19/2008,51.56
2356,12/18/2008,52.08
2355,12/17/2008,53.18
2354,12/16/2008,52.63
2353,12/15/2008,48.85
2352,12/12/2008,51.25
2351,12/11/2008,48.25
2350,12/10/2008,49.7
2349,12/9/2008,51.25
2348,12/8/2008,51.41
2347,12/5/2008,48.26
2346,12/4/2008,47.32
2345,12/3/2008,45.21
2344,12/2/2008,41.19
2343,12/1/2008,40.47
2342,11/28/2008,42.7
2341,11/26/2008,43.96
2340,11/25/2008,42.19
2339,11/24/2008,42.5
2338,11/21/2008,37.87
2337,11/20/2008,35.03
2336,11/19/2008,35.84
2335,11/18/2008,38.44
2334,11/17/2008,39.69
2333,11/14/2008,41.75
2332,11/13/2008,44.93
2331,11/12/2008,41.56
2330,11/11/2008,46.3
2329,11/10/2008,48.46
2328,11/7/2008,49.21
2327,11/6/2008,47.22
2326,11/5/2008,51.98
2325,11/4/2008,58.45
2324,11/3/2008,55.77
2323,10/31/2008,57.24
2322,10/30/2008,56.71
2321,10/29/2008,56.89
2320,10/28/2008,56.04
2319,10/27/2008,49.58
2318,10/24/2008,48.96
2317,10/23/2008,50.32
2316,10/22/2008,49.99
2315,10/21/2008,50.23
2314,10/20/2008,52.97
2313,10/17/2008,50.65
2312,10/16/2008,50.29
2311,10/15/2008,48.72
2310,10/14/2008,55.86
2309,10/13/2008,62.02
2308,10/10/2008,56.25
2307,10/9/2008,56
2306,10/8/2008,61.02
2305,10/7/2008,58.52
2304,10/6/2008,65.23
2303,10/3/2008,67
2302,10/2/2008,67.36
2301,10/1/2008,69.58
2300,9/30/2008,72.76
2299,9/29/2008,63.35
2298,9/26/2008,70.7
2297,9/25/2008,72.08
2296,9/24/2008,69.96
2295,9/23/2008,71.76
2294,9/22/2008,74.93
2293,9/19/2008,81
2292,9/18/2008,76.5
2291,9/17/2008,71.54
2290,9/16/2008,78.73
2289,9/15/2008,77.34
2288,9/12/2008,78.3
2287,9/11/2008,79.51
2286,9/10/2008,76.74
2285,9/9/2008,79.04
2284,9/8/2008,81.16
2283,9/5/2008,79.19
2282,9/4/2008,78.03
2281,9/3/2008,80.77
2280,9/2/2008,81.41
2279,8/29/2008,80.81
2278,8/28/2008,83.42
2277,8/27/2008,81.73
2276,8/26/2008,81.76
2275,8/25/2008,82.85
2274,8/22/2008,85.26
2273,8/21/2008,83.26
2272,8/20/2008,82.13
2271,8/19/2008,81.29
2270,8/18/2008,83.11
2269,8/15/2008,86.4
2268,8/14/2008,88.03
2267,8/13/2008,86.69
2266,8/12/2008,87.25
2265,8/11/2008,88.09
2264,8/8/2008,80.51
2263,8/7/2008,76.95
2262,8/6/2008,78.09
2261,8/5/2008,79.11
2260,8/4/2008,75.71
2259,8/1/2008,75.75
2258,7/31/2008,76.34
2257,7/30/2008,78.21
2256,7/29/2008,78.21
2255,7/28/2008,75.98
2254,7/25/2008,78.31
2253,7/24/2008,78.72
2252,7/23/2008,70.54
2251,7/22/2008,67.97
2250,7/21/2008,68.48
2249,7/18/2008,69.12
2248,7/17/2008,72.11
2247,7/16/2008,71.84
2246,7/15/2008,67.03
2245,7/14/2008,66.28
2244,7/11/2008,68.54
2243,7/10/2008,70.63
2242,7/9/2008,70.61
2241,7/8/2008,75.04
2240,7/7/2008,72.49
2239,7/3/2008,72
2238,7/2/2008,71.44
2237,7/1/2008,73.62
2236,6/30/2008,73.33
2235,6/27/2008,74.66
2234,6/26/2008,76.3
2233,6/25/2008,80.51
2232,6/24/2008,79.64
2231,6/23/2008,80.68
2230,6/20/2008,81.1
2229,6/19/2008,84.26
2228,6/18/2008,82.52
2227,6/17/2008,82.97
2226,6/16/2008,81.7
2225,6/13/2008,79.17
2224,6/12/2008,76.15
2223,6/11/2008,77.28
2222,6/10/2008,79.62
2221,6/9/2008,79.43
2220,6/6/2008,80.63
2219,6/5/2008,84.51
2218,6/4/2008,81.5
2217,6/3/2008,80.11
2216,6/2/2008,80.23
2215,5/30/2008,81.62
2214,5/29/2008,80.35
2213,5/28/2008,80.08
2212,5/27/2008,80.62
2211,5/23/2008,78.35
2210,5/22/2008,79.26
2209,5/21/2008,78.3
2208,5/20/2008,80.72
2207,5/19/2008,82.29
2206,5/16/2008,76.46
2205,5/15/2008,76.12
2204,5/14/2008,74.2
2203,5/13/2008,74.56
2202,5/12/2008,74.53
2201,5/9/2008,72.41
2200,5/8/2008,72.79
2199,5/7/2008,73.18
2198,5/6/2008,75.71
2197,5/5/2008,75.92
2196,5/2/2008,77.31
2195,5/1/2008,79.36
2194,4/30/2008,78.63
2193,4/29/2008,80.74
2192,4/28/2008,81.97
2191,4/25/2008,80.86
2190,4/24/2008,77.69
2189,4/23/2008,81
2188,4/22/2008,79.6
2187,4/21/2008,80.18
2186,4/18/2008,80.1
2185,4/17/2008,74.04
2184,4/16/2008,74.59
2183,4/15/2008,72.5
2182,4/14/2008,72.61
2181,4/11/2008,71.99
2180,4/10/2008,74.83
2179,4/9/2008,74.39
2178,4/8/2008,77.3
2177,4/7/2008,76.9
2176,4/4/2008,76.87
2175,4/3/2008,74.94
2174,4/2/2008,77.37
2173,4/1/2008,76.7
2172,3/31/2008,71.3
2171,3/28/2008,69.76
2170,3/27/2008,70.8
2169,3/26/2008,73.8
2168,3/25/2008,75.17
2167,3/24/2008,75.95
2166,3/20/2008,73.19
2165,3/19/2008,70.17
2164,3/18/2008,71.7
2163,3/17/2008,66.53
2162,3/14/2008,68.22
2161,3/13/2008,68.32
2160,3/12/2008,66.51
2159,3/11/2008,67.15
2158,3/10/2008,63.47
2157,3/7/2008,64.09
2156,3/6/2008,62.74
2155,3/5/2008,64.99
2154,3/4/2008,65.34
2153,3/3/2008,62.43
2152,2/29/2008,64.47
2151,2/28/2008,67.85
2150,2/27/2008,70.87
2149,2/26/2008,71.69
2148,2/25/2008,73.27
2147,2/22/2008,72.08
2146,2/21/2008,69.9
2145,2/20/2008,73.64
2144,2/19/2008,72.08
2143,2/15/2008,72.96
2142,2/14/2008,75.8
2141,2/13/2008,77.73
2140,2/12/2008,74.45
2139,2/11/2008,75.19
2138,2/8/2008,73.5
2137,2/7/2008,70.91
2136,2/6/2008,68.49
2135,2/5/2008,72.09
2134,2/4/2008,73.95
2133,2/1/2008,74.63
2132,1/31/2008,77.7
2131,1/30/2008,74.21
2130,1/29/2008,73.95
2129,1/28/2008,75.82
2128,1/25/2008,77.6
2127,1/24/2008,77.67
2126,1/23/2008,73.97
2125,1/22/2008,78.48
2124,1/18/2008,79.76
2123,1/17/2008,80.12
2122,1/16/2008,80.35
2121,1/15/2008,80.24
2120,1/14/2008,82.87
2119,1/11/2008,81.08
2118,1/10/2008,84.26
2117,1/9/2008,85.22
2116,1/8/2008,87.88
2115,1/7/2008,88.82
2114,1/4/2008,88.79
2113,1/3/2008,95.21
2112,1/2/2008,96.25
2111,12/31/2007,92.64
2110,12/28/2007,94.45
2109,12/27/2007,94.25
2108,12/26/2007,92.85
2107,12/24/2007,91.01
2106,12/21/2007,91.26
2105,12/20/2007,90.58
2104,12/19/2007,89.38
2103,12/18/2007,86.89
2102,12/17/2007,85.09
2101,12/14/2007,89.08
2100,12/13/2007,92.4
2099,12/12/2007,91.28
2098,12/11/2007,90.75
2097,12/10/2007,93.02
2096,12/7/2007,94.31
2095,12/6/2007,94.21
2094,12/5/2007,93.19
2093,12/4/2007,94.41
2092,12/3/2007,90.91
2091,11/30/2007,90.56
2090,11/29/2007,89.15
2089,11/28/2007,90.3
2088,11/27/2007,85.59
2087,11/26/2007,81.3
2086,11/23/2007,81.43
2085,11/21/2007,79.76
2084,11/20/2007,80.39
2083,11/19/2007,79.18
2082,11/16/2007,78.6
2081,11/15/2007,77.85
2080,11/14/2007,78.51
2079,11/13/2007,79.86
2078,11/12/2007,77
2077,11/9/2007,78.89
2076,11/8/2007,83.58
2075,11/7/2007,87.04
2074,11/6/2007,87.27
2073,11/5/2007,84.37
2072,11/2/2007,85.98
2071,11/1/2007,87.65
2070,10/31/2007,89.15
2069,10/30/2007,88.24
2068,10/29/2007,90.1
2067,10/26/2007,90
2066,10/25/2007,88.21
2065,10/24/2007,88.73
2064,10/23/2007,100.82
2063,10/22/2007,91.29
